# Omega_m, Omega_b, h, n_s, sigma_8
4.988385852426290290e-01 5.278225213289261530e-02 8.107042323797941652e-01 9.658688057214022127e-01 9.833327669650315794e-01
1.948126461356878281e-01 4.747639939188957880e-02 5.025986403226851973e-01 1.181726989150047258e+00 7.542976818978786024e-01
1.451609022915363312e-01 5.617851998656988449e-02 6.711387794464827028e-01 1.116949914768338159e+00 7.464029487222433312e-01
4.484895147383213265e-01 4.400254976004362023e-02 7.671351015567779985e-01 9.323289245367050171e-01 9.158673509955406189e-01
3.663204789161682573e-01 6.687798075377941742e-02 5.806938715279101881e-01 1.047814204543829009e+00 8.244269896298647149e-01
2.650291115045547707e-01 3.282456912100314983e-02 8.825494918972254244e-01 8.014661442488432153e-01 6.378357522189617157e-01
2.684823565185070482e-01 6.356871064752341038e-02 5.932847909629345162e-01 1.055432825908064753e+00 7.988864585757255998e-01
3.628633998334408473e-01 3.636832635849714113e-02 8.949450809508562310e-01 8.954332984983921495e-01 9.638462778180837409e-01
4.457213684916496721e-01 5.458555363118648696e-02 6.586930599063635094e-01 1.186297197639942125e+00 8.708570532500743422e-01
1.479328408837318476e-01 4.551749356091022713e-02 7.544940873980522378e-01 9.645704571157693863e-01 6.918709862977265868e-01
1.982689384371042474e-01 5.673609409481287363e-02 8.231379982084036095e-01 9.371341183781624062e-01 6.089762941002845320e-01
4.953845534473657608e-01 4.328815151005983852e-02 5.152276769280433877e-01 1.115123612061142966e+00 8.283916797488928285e-01
3.132002126425504906e-01 6.508936762809754140e-02 7.264491818845272286e-01 8.054992254823446496e-01 9.370001696050167528e-01
2.181462567299604638e-01 3.476886644959449602e-02 6.368981827050447242e-01 1.046760026365518570e+00 7.003602940589189751e-01
2.316726036369800568e-01 5.158246651291847895e-02 7.028810817748307738e-01 1.133991126716136888e+00 9.920216698199511018e-01
3.369785644114017265e-01 4.815891861915588823e-02 6.104004792869091034e-01 9.182177696377039622e-01 7.710069857537746874e-01
4.544183313846588135e-01 6.026288915425539322e-02 8.499728128314019138e-01 1.002355405315756842e+00 6.639915969222783820e-01
1.519304841756820845e-01 3.995701704174280111e-02 5.383514728397130744e-01 8.498550243675708771e-01 8.990325525403022322e-01
1.022795069962740000e-01 6.873666174709797128e-02 6.822579160332680193e-01 8.523379292339087199e-01 8.001218605786561966e-01
4.040700275450944678e-01 3.156067274510860471e-02 7.809885498136281967e-01 1.098577029258012816e+00 6.367609851062298043e-01
3.873268719762563705e-01 5.943612258881331156e-02 5.664467323571443780e-01 9.832029387354850325e-01 7.281448777765036073e-01
2.813235845416784398e-01 4.038269218057394250e-02 8.718180440366267714e-01 1.167713538184762090e+00 9.087302669882774131e-01
2.884846866130829079e-01 5.791982229799032267e-02 6.175661858171224150e-01 8.220269870012999469e-01 6.849385719746351464e-01
3.926695078611374123e-01 4.198788207024335695e-02 7.192261174321175066e-01 1.025690873712301165e+00 8.527910619974136130e-01
4.222141213715077113e-01 6.892690442502499848e-02 5.329927884042262587e-01 9.411626130342483076e-01 9.567192886024713516e-01
1.216317154467105865e-01 3.112728841602802055e-02 8.287934113293886629e-01 1.106553714349865825e+00 7.810180462896824105e-01
1.711979147046804317e-01 6.240556035190820972e-02 7.972847335040569305e-01 1.191644051671028048e+00 7.197965215891599655e-01
4.726485457271337731e-01 3.772606182843446510e-02 6.893748182803391966e-01 9.575142312794924226e-01 9.425684452056884988e-01
3.422350872308015934e-01 5.076859474182129212e-02 8.505898382514716083e-01 1.073278946802020073e+00 8.480209533125162569e-01
2.389184910804033335e-01 4.921653762459755194e-02 5.610391959547996743e-01 8.758778177201748116e-01 6.143485195934772491e-01
2.112323686480522267e-01 6.724218621850014399e-02 8.770860150456428750e-01 9.885002315044403298e-01 8.811588235199451224e-01
3.076165094971656799e-01 3.254805803298950473e-02 5.846057709306478056e-01 1.160609229281544641e+00 6.568608168512583001e-01
4.775792293250561427e-01 5.591283846646547678e-02 7.741594124585390313e-01 8.701359551399946435e-01 7.529402077198028564e-01
1.785719059407711029e-01 4.433638606220483697e-02 6.625384770333766493e-01 1.078971975296735719e+00 9.850869428366422209e-01
1.281252752989530674e-01 5.305849559605121946e-02 5.064998526126146539e-01 1.018932728096842766e+00 9.141001798212528007e-01
4.280252378433943017e-01 4.711192630231381129e-02 8.052300803363323656e-01 8.288339547812939578e-01 7.477733645588159339e-01
3.571704987436533640e-01 6.376772683113814122e-02 6.406947478652000871e-01 1.138067716360092074e+00 6.423254698514938577e-01
2.616789970546961053e-01 3.594371613115072278e-02 7.460657026618718879e-01 9.096974451094865799e-01 8.195527713745832665e-01
2.513228025287389533e-01 5.403377428650855963e-02 8.375491421669721825e-01 8.866800744086503760e-01 7.111964214593171629e-01
3.550237294286490153e-01 4.621569514274596890e-02 5.491701066493988037e-01 1.064163166284561202e+00 9.261686258018017037e-01
4.348533947020769563e-01 6.287044215947390491e-02 7.096408791840076447e-01 9.550375513732433097e-01 8.331717845052480920e-01
1.338000643998384642e-01 3.692003879696130475e-02 6.021210942417383194e-01 1.195804158970713571e+00 6.041977211832999517e-01
1.842345803976059015e-01 6.564116604626180074e-02 5.710275508463382721e-01 1.105906515568494841e+00 6.966631013900042024e-01
4.844196856021881770e-01 3.407064579427242224e-02 8.656566027551889642e-01 9.463771503418684228e-01 8.660664580762386100e-01
3.054574348032474962e-01 5.743438165634871112e-02 6.802163492888212426e-01 1.036763258650899022e+00 9.746947970241308656e-01
2.008882828056812453e-01 4.273641999810934289e-02 7.814861148595810825e-01 8.155188858509063721e-01 7.880425110459328142e-01
2.488868992775678801e-01 6.080482657998800833e-02 6.537339150905608909e-01 9.027507744729519334e-01 9.039501622319221497e-01
3.447634946554899438e-01 3.924897354096174018e-02 7.579332631081343585e-01 1.149484069272875830e+00 7.329234506934880766e-01
4.654264960438013743e-01 5.229042433202267526e-02 5.941421780735254288e-01 8.336081553250551668e-01 6.259248577058315055e-01
1.659230712801217922e-01 4.761689551174640850e-02 8.924822755157948428e-01 1.018625155091285706e+00 8.109534043818712457e-01
1.163689866662025452e-01 5.889416608959437138e-02 7.361261729151010735e-01 1.083573894575238228e+00 8.881840333342552185e-01
4.149797722697258218e-01 4.109075475484132850e-02 6.256768085062504037e-01 8.673181682825088501e-01 6.748355444520711677e-01
3.952102206647396532e-01 6.802868485450744296e-02 8.144373744726181030e-01 1.151930543035268872e+00 7.662148706614970717e-01
2.984409861266613118e-01 3.210271492600440951e-02 5.223472964018582854e-01 9.989600013941526413e-01 9.968122649937868340e-01
2.807481918483972771e-01 6.963485732674598583e-02 7.633163847029209581e-01 1.040791753306984813e+00 6.222637332975864410e-01
3.754052285104990672e-01 3.058526039123534920e-02 6.749377075582743135e-01 8.069489881396294528e-01 8.401042196899652925e-01
4.081730764359235986e-01 5.846176434308290870e-02 8.853897880762815475e-01 1.122434277087450027e+00 9.440370112657546775e-01
1.106735121458768956e-01 4.127984318882227388e-02 5.778704077005386575e-01 9.253079976886511293e-01 7.183233838528394477e-01
1.603366039693355782e-01 5.006062276661396582e-02 6.468317966908216921e-01 9.728836722671985182e-01 7.824742086231708527e-01
4.585090808570385645e-01 4.975858472287655182e-02 7.414604425430297852e-01 1.176248678192496122e+00 9.552585426717996597e-01
3.250692263245582581e-01 6.186359923332929861e-02 5.060266740620136261e-01 8.920269284397364107e-01 8.606942534446715420e-01
2.310851022601127791e-01 3.843411978334188711e-02 8.072960827499628955e-01 1.057106940448284238e+00 6.770338486880064233e-01
2.191212613135576359e-01 5.521457489579915945e-02 5.295780006796121375e-01 1.169728568941354796e+00 8.180842053145169768e-01
3.247283924371003883e-01 4.488810341805220261e-02 8.337769903242588931e-01 9.793549474328756554e-01 6.437986075878142644e-01
4.916628088802099672e-01 6.669040225446223880e-02 6.200045973062515703e-01 1.088871187344193414e+00 7.398581508547067420e-01
1.894875761121511681e-01 3.324625499546527557e-02 7.183442901819944160e-01 8.602138593792916232e-01 9.220169134438037650e-01
1.391393639147281702e-01 6.446600947529078363e-02 8.618355989456176758e-01 8.376847449690103531e-01 9.771837513893842919e-01
4.420119233429432581e-01 3.539197970181703901e-02 5.513866405934095827e-01 1.010104830563068434e+00 7.608449310064315796e-01
3.743792742490769099e-01 5.361029863357544278e-02 7.901407215744257195e-01 9.193280972540378571e-01 6.554046545177697469e-01
2.694694697856903076e-01 4.641371026635170149e-02 6.980510003864764945e-01 1.128462999686598689e+00 8.826195694506168143e-01
2.703278601169586404e-01 6.815622024238110477e-02 8.524740695953370029e-01 9.283602036535739677e-01 6.929398540407418761e-01
3.733224958181381448e-01 3.158447898924350572e-02 5.607746344059705290e-01 1.119234436377883002e+00 8.702047415077686088e-01
4.430930919945240687e-01 5.995920088142157184e-02 7.995535109192133394e-01 8.100004855543375681e-01 9.647213589400053246e-01
1.382565356791019551e-01 4.026001822203397612e-02 6.887135036289692147e-01 1.037595684826374098e+00 7.984309852123260276e-01
1.878097649663686974e-01 5.155866056680679516e-02 5.326686922460794893e-01 1.060306400433182805e+00 7.024194631725549920e-01
4.935389604419470055e-01 4.873936101794243414e-02 8.306181587278842482e-01 8.889728143811226335e-01 9.345305420458316359e-01
3.228766310960054509e-01 6.038556221872568713e-02 6.168697983026504295e-01 1.179445890337228686e+00 8.306446354836225510e-01
2.207746345549821965e-01 3.943393845111131668e-02 7.214597772806883302e-01 9.698348458856344001e-01 6.063098281621932539e-01
2.290260121226310730e-01 5.637049097567797123e-02 6.437413435429334418e-01 8.572116646915675098e-01 8.981818705797195435e-01
3.273205533623695374e-01 4.356585863977670975e-02 7.446204662322998269e-01 1.092116372287273318e+00 6.644714932888745595e-01
4.562821440398693307e-01 6.551477596163750305e-02 5.091619022190571053e-01 9.763518519699573295e-01 7.699625171720981820e-01
1.623712562024593464e-01 3.458758503198623713e-02 8.041815970093011412e-01 1.172977718338370279e+00 9.926984045654535516e-01
1.119375955313444138e-01 6.329100262373686669e-02 7.726791061460971388e-01 1.125217432528734296e+00 9.064528822898865190e-01
4.067167084664106147e-01 3.673392917960881937e-02 6.655499521642923577e-01 9.223283853381871733e-01 7.307869385927915351e-01
3.768859867006540965e-01 5.476683534681797694e-02 8.759780000895261987e-01 1.006856826320290610e+00 6.346773870289325048e-01
2.794596705585717933e-01 4.509208612143993794e-02 5.872083336114883867e-01 8.406905099749565347e-01 8.025670830160379632e-01
2.976072005927562492e-01 5.254518799483776093e-02 7.267125729471445306e-01 1.198855277150869370e+00 7.788001857697963715e-01
3.962423942983150926e-01 4.724437035620213110e-02 6.350134946405887604e-01 9.518410991877317429e-01 9.593476075679063797e-01
4.138743802905082703e-01 6.433839824050666123e-02 8.237980931997299638e-01 1.067214994505047754e+00 8.507700398564338462e-01
1.172760382294654874e-01 3.591013919562101309e-02 5.129584919661283049e-01 8.834798485040664673e-01 6.873731043189763579e-01
1.676251057535410038e-01 6.710974246263504139e-02 6.568709552288055642e-01 8.187157202512026499e-01 6.134383432567119820e-01
4.635261211544275950e-01 3.306136652827262878e-02 7.548200171440839767e-01 1.033714047074318021e+00 8.485145736485719681e-01
3.465906511992216110e-01 5.594641450792551401e-02 5.910537276417017205e-01 9.495762310922145621e-01 9.414614304900169595e-01
2.472581308335065897e-01 4.376571435481309974e-02 8.956433482468129093e-01 1.102852017804980322e+00 7.204839285463094933e-01
2.029719777405262215e-01 6.198991317301989074e-02 5.678915120661258698e-01 1.015621681883931204e+00 9.871323939412832704e-01
3.031815029680728912e-01 3.791710380464792529e-02 8.687702778726815733e-01 8.368569195270538774e-01 7.505300804972648843e-01
4.866223990917205589e-01 5.112443730235100015e-02 6.833059918135404587e-01 1.146481495350599289e+00 6.591031063348055108e-01
1.822241514921188466e-01 4.892906934022903803e-02 7.783252805471421176e-01 9.059955757111310959e-01 8.785549096763134447e-01
1.325602043420076592e-01 5.772877942770719695e-02 8.469631712883711749e-01 9.957116179168223891e-01 8.206353869289160219e-01
4.362855393439531992e-01 4.240352895110845871e-02 5.398344218730926070e-01 1.154935924336314201e+00 6.416136398911476135e-01
3.535183664411306603e-01 6.921437300741672960e-02 7.002803988754748854e-01 8.640722233802080599e-01 7.486591417342424171e-01
2.526359286159277073e-01 3.077144674956798498e-02 6.115110907703638077e-01 1.086573797464370772e+00 9.135821364820003732e-01
2.594610247761011124e-01 5.925121445208788445e-02 5.034092087298631668e-01 1.109602302312850952e+00 6.048378288745880349e-01
3.591900829225779246e-01 4.080205086618662186e-02 8.083899132907390594e-01 9.379694540053605811e-01 8.321151029318570869e-01
4.259323876351118754e-01 6.761425420641900552e-02 6.438297852873802185e-01 1.028746370598673909e+00 9.266118951141834037e-01
1.304164659231901169e-01 3.229253202676773266e-02 7.429510261863470078e-01 8.188238553702831268e-01 7.103335265070199744e-01
1.800681136548519246e-01 6.109352957457304945e-02 8.864485457539559299e-01 8.790721219033003075e-01 7.905243605375289473e-01
4.762813620269298331e-01 3.889192488044500295e-02 5.752178248018026130e-01 1.070233028382062912e+00 9.726234119385480659e-01
3.088411107659340127e-01 5.210060752928256933e-02 7.647474337369204456e-01 9.607169806957245317e-01 8.687451459467410153e-01
2.098093792796135171e-01 4.803132705390453228e-02 6.718762122094631417e-01 1.188586648181080729e+00 6.943979296833276971e-01
2.400330383330583628e-01 6.621307305991649961e-02 7.879233948886394945e-01 1.075965781137347310e+00 8.104857299476861954e-01
3.413127768784761651e-01 3.403586305677890750e-02 6.987630028277636018e-01 8.733882032334805423e-01 6.267633236944675224e-01
4.734975900501012802e-01 5.692229893058538964e-02 8.600028183311223540e-01 1.157609751820564359e+00 7.322589378803968652e-01
1.701565857976675145e-01 4.286764752119779504e-02 5.517018899321556313e-01 9.917426992207765135e-01 9.049824148416518721e-01
1.198198176920414054e-01 5.406855732202529852e-02 6.206570681184530036e-01 9.064463406801224199e-01 9.941580001264810340e-01
4.238337345421314684e-01 4.564378902316093556e-02 7.160674765706062095e-01 1.141076581552624702e+00 7.685044415295123610e-01
3.909766286611556785e-01 6.273921374231578030e-02 5.298581801354884657e-01 8.255911063402892047e-01 6.723781179636716399e-01
2.903698027133941872e-01 3.743212122470140207e-02 8.319090891629457030e-01 1.021930297464132220e+00 8.902798175811768022e-01
2.835657801479101181e-01 6.489021081477404362e-02 6.791220679879188538e-01 9.676255747675895913e-01 7.157072570174932702e-01
3.852830644696950690e-01 3.521193269640207624e-02 7.841024156659841537e-01 1.183093682304024785e+00 9.462426736950874107e-01
4.061382729560136795e-01 5.324348017573356934e-02 5.695365656167268309e-01 8.984815087169408798e-01 8.376818794757128206e-01
1.000129211694002207e-01 4.669264346361160639e-02 8.686574004590511544e-01 1.052239281684160144e+00 6.242725573480129020e-01
1.504588812589645608e-01 5.539462100714445669e-02 7.122953016310930030e-01 1.049962398037314504e+00 6.765280183404683845e-01
4.556915938854217973e-01 4.446390178054571152e-02 6.010649852454662545e-01 8.024414367973804474e-01 8.616166576743125027e-01
3.357297398149967638e-01 6.641146935522557193e-02 8.406125232577323914e-01 1.118317537009716034e+00 9.545589257031679153e-01
2.331198163330555073e-01 3.361307434737682148e-02 5.477416601032019106e-01 9.340878162533045037e-01 7.835934512317180856e-01
2.170559328049421477e-01 5.058246664702892303e-02 8.137242075055837187e-01 8.468551691621541977e-01 9.244148306548595206e-01
3.140982996672392336e-01 4.963711775839328710e-02 5.245641723275185075e-01 1.005597487837076143e+00 7.378249276429414971e-01
4.945109043270349281e-01 6.128193166106939843e-02 7.358097098767757416e-01 9.152111962437630144e-01 6.463903114199638367e-01
1.993348721414804625e-01 3.845914136618375917e-02 6.275091875344515069e-01 1.137242991104721934e+00 8.158541437238454597e-01
1.497693434357643127e-01 6.975632458925248858e-02 5.964216403663158417e-01 1.164470310509204909e+00 8.833435915410519090e-01
4.440771505236625893e-01 3.006341740489006098e-02 8.918316442519427234e-01 9.862001243978738563e-01 6.543098408728837967e-01
3.645320557057857291e-01 5.843674186617136418e-02 6.556044187396764533e-01 1.095325547084212259e+00 7.613751664757728577e-01
2.666214637458324543e-01 4.186151046305894990e-02 7.576549693942069563e-01 8.553464092314243539e-01 9.762857761234045029e-01
2.639235049486160500e-01 5.237112402915954784e-02 6.679756086319684760e-01 1.001378609985113188e+00 8.369882006198168245e-01
3.672276973724365456e-01 4.769286528229713801e-02 7.702214539051055464e-01 8.477052818983793481e-01 6.003492794930934684e-01
4.476555146276951502e-01 6.072439346462488174e-02 5.838050194084644096e-01 1.132233737781643823e+00 7.089634682983160241e-01
1.461932428181171584e-01 3.917357612401246858e-02 8.794103536754847017e-01 9.168516963720322321e-01 9.283786609768867049e-01
1.966399695724249108e-01 6.795305870473386523e-02 7.484143711626529694e-01 9.818347919732332008e-01 9.708680678158998489e-01
4.972096022218466249e-01 3.202235825359821264e-02 6.399184945970773919e-01 1.165955170989036560e+00 7.918829552829265150e-01
3.176736135035753694e-01 5.896990712732076700e-02 8.013654481619596481e-01 8.501906417310238773e-01 6.988994773477316125e-01
2.134767819195985961e-01 4.117153089493513080e-02 5.120101422071456909e-01 1.097600830718874931e+00 8.638591036200522488e-01
2.366707161068916376e-01 6.310216587036848734e-02 8.279957115650177224e-01 1.184929491952061653e+00 6.281341478228569253e-01
3.321750029921531899e-01 3.715679820626974217e-02 5.353201787918806520e-01 9.628116250038146751e-01 8.087182041257620080e-01
4.530211053788661957e-01 5.380163080990314761e-02 7.246663007885217889e-01 1.053284715861082077e+00 9.001085571944713593e-01
1.531331650912761688e-01 4.597882173955440688e-02 6.136312790215014967e-01 8.944579463452101420e-01 7.367482531815767732e-01
1.035668712109327344e-01 5.719727922230959105e-02 5.571776155382395235e-01 8.045214168727398141e-01 7.640036597847938982e-01
4.025865864008665307e-01 4.250435266643762949e-02 8.561031796038151009e-01 1.044611321017146155e+00 9.990432824939489143e-01
3.826095197349786980e-01 6.587769642472268705e-02 6.917265385389328447e-01 9.353773612529039383e-01 8.920344017446040219e-01
2.862370077520609013e-01 3.430244565010071023e-02 7.965115319937468019e-01 1.113756883144378707e+00 6.710202891379594137e-01
2.931413851678371651e-01 6.677121639251709651e-02 5.422657765448093414e-01 8.711129404604435189e-01 9.480102248489856720e-01
3.882073633372783439e-01 3.332203403115272661e-02 8.445120278745890108e-01 1.081121527776122138e+00 7.143364552408456580e-01
4.203770592808723228e-01 5.513425622135401105e-02 6.081013154238462670e-01 9.902578119188547578e-01 6.197832167148590310e-01
1.232742294669151306e-01 4.481251526623964559e-02 7.037070065736770186e-01 1.161975111067295119e+00 8.425557147711515427e-01
1.729251120239496120e-01 5.353478692471981548e-02 8.725706439465283903e-01 1.139436054602265269e+00 8.567313529551028317e-01
4.707252684980630653e-01 4.633316285908221921e-02 5.640744090080260786e-01 9.114556208252907465e-01 6.810287747532128844e-01
3.378591518849134445e-01 6.454186495393515743e-02 7.755034334957600084e-01 1.021080205589532941e+00 7.849513024091721025e-01
2.434905003756284714e-01 3.547256510704755589e-02 6.861477229744196160e-01 8.298099633306265099e-01 9.528043668717145476e-01
2.063313402235508187e-01 5.869367878884077655e-02 7.521918717771769458e-01 9.425301287323236687e-01 7.423135023564100266e-01
3.123229868710041268e-01 4.151648815721273311e-02 6.595159329473971876e-01 1.108312736451625868e+00 9.195417553186416848e-01
4.790743023157120195e-01 6.940290458500386617e-02 8.988563328981400424e-01 8.241749055683613712e-01 8.140873525291680846e-01
1.772713780403137318e-01 3.034827254712581593e-02 5.878209542483091576e-01 1.026666417345404536e+00 6.477603472769259962e-01
1.269353765994310490e-01 6.162668753415346395e-02 6.314100146293639693e-01 1.074256563931703656e+00 6.529512237757444382e-01
4.294112134724855645e-01 3.820193801075220247e-02 7.303359370678663698e-01 8.780267145484685898e-01 8.850989103317260520e-01
3.619860794395208803e-01 5.029734387993813061e-02 5.159772250801324400e-01 1.193400618806481184e+00 9.811718408018350601e-01
2.566673453897238000e-01 4.999027013778686857e-02 8.207626231014728546e-01 9.588811501860619035e-01 7.568736441433430162e-01
2.560891691595316155e-01 6.002612989395857135e-02 7.128590874373912367e-01 8.326319679617881775e-01 8.747055247426032132e-01
3.500612828880548255e-01 3.972529347985982728e-02 6.238944966346025023e-01 1.016477880254387900e+00 6.880545761436224206e-01
4.335173916071654032e-01 5.181934006512164959e-02 8.345296826213598473e-01 9.009923961013556193e-01 7.966764055192470106e-01
1.353321414440870341e-01 4.839106224477290885e-02 5.272055909037589583e-01 1.148115909844636962e+00 9.660791892558335814e-01
1.856804482638836074e-01 5.966818977147340941e-02 6.957519408315420151e-01 1.150564458593726247e+00 9.331597194075584856e-01
4.831683717668057154e-01 4.061979446560144702e-02 7.909665480256080627e-01 9.972025997936725394e-01 7.041869934648274931e-01
3.004103049635887257e-01 6.850486174225808855e-02 5.553008459508419481e-01 1.081424163281917483e+00 6.111836902797221915e-01
2.057408645749092269e-01 3.132414221763610979e-02 8.563749182969331297e-01 8.663413856178522332e-01 8.261553216725587845e-01
2.444625187665224186e-01 5.450958371162414884e-02 5.786200482398271561e-01 9.536708351224660873e-01 6.662268389016389181e-01
3.493839520961046219e-01 4.543679371476173900e-02 8.830143265426159127e-01 1.194047413021325887e+00 8.968232803046702895e-01
4.670068319886923058e-01 6.364410791546107338e-02 6.694494530558585677e-01 8.845313563942909241e-01 9.881968613713979499e-01
1.641466643661260716e-01 3.644875932484865216e-02 7.672032322734594345e-01 1.063185346499085471e+00 7.748485609889030901e-01
1.144834764301776997e-01 6.516972444951535381e-02 8.112072363495826943e-01 1.035787893831729978e+00 7.259138423949480501e-01
4.166707314550877062e-01 3.484449274837971011e-02 5.005629416555166245e-01 8.133707646280528003e-01 9.109414361417293993e-01
3.997200489044189231e-01 5.665531810373068689e-02 7.391583312302827391e-01 1.104147696122527167e+00 8.039371456950903383e-01
2.941257029771804921e-01 4.321241062134504457e-02 6.476545713841914687e-01 9.450094558298587355e-01 6.329106226563453452e-01
2.758839782327413559e-01 5.567619364708661922e-02 8.886175569146872455e-01 1.089847183227539151e+00 9.607062231749295966e-01
3.804655220359564050e-01 4.410447176545858466e-02 5.996525600552559121e-01 8.623613256961107920e-01 7.770448625087738037e-01
4.094119954854250620e-01 6.747917421162129281e-02 7.602820239961147752e-01 1.171486757323145778e+00 6.824870351701974869e-01
1.092385191470384709e-01 3.278001092374324688e-02 6.529575753957033157e-01 9.807232968509197457e-01 8.552715606987475461e-01
1.587925076484680287e-01 6.399990845471620338e-02 5.215466491878032462e-01 9.206939917057752609e-01 8.440259974449872971e-01
4.598586231470108698e-01 3.618062768131494189e-02 8.167616147547960281e-01 1.130220591276884123e+00 6.183114141225815041e-01
3.300188906490802987e-01 5.282681003212928716e-02 6.311138417571783288e-01 8.398342847824097346e-01 7.222507152706384437e-01
2.263299860060214996e-01 4.687520503997803095e-02 7.321883186697959456e-01 1.011081804707646414e+00 9.400913931429386583e-01
2.234485577791929245e-01 6.885112524032593884e-02 6.044729068875313027e-01 1.123801184818148613e+00 7.554153837263584137e-01
3.202050190418959108e-01 3.104647412896156117e-02 7.088675912469625251e-01 9.270645521581173387e-01 9.826316330581903458e-01
4.899846259504556656e-01 5.799541030079126414e-02 5.453084398061036620e-01 1.042940661311149597e+00 8.771970540285110030e-01
1.913618300110101755e-01 4.206820059567689674e-02 8.430625759065151215e-01 8.079266179352999622e-01 6.608576636761426260e-01
1.409274086356163136e-01 5.084914229810238301e-02 7.869261998683214632e-01 8.930024832487106767e-01 6.398460872471332106e-01
4.404184296727180481e-01 4.929204948246479479e-02 6.762815468013286813e-01 1.059254871681332588e+00 8.220061842352152093e-01
3.697712175548076852e-01 6.232497509568930144e-02 8.648590072989463806e-01 9.746426831930875556e-01 9.180714726448059304e-01
2.738829813897609711e-01 3.765020649880170683e-02 5.733548428863286528e-01 1.177616181224584668e+00 7.437853049486875534e-01
2.749953094869852510e-01 6.222461748868227810e-02 6.247091315686702506e-01 8.666001711040736133e-01 6.076005648821591887e-01
3.688512656837702464e-01 3.752682719379663717e-02 7.134785402566194978e-01 1.082751898467540830e+00 8.301291108131408913e-01
4.397087167948484643e-01 5.089039102196693531e-02 5.280508752912282944e-01 9.982373781502247301e-01 9.356319490820169671e-01
1.414446931332349888e-01 4.932004213333129883e-02 8.351795211434365207e-01 1.151116224750876382e+00 7.021052367985248788e-01
1.918914668262005074e-01 5.811905663460494031e-02 7.916836347430944443e-01 1.147081501036882445e+00 7.971337657421827538e-01
4.892628513276576774e-01 4.216882523149251966e-02 6.966642543673515764e-01 9.004395212978124619e-01 9.652311593294143899e-01
3.192971333861350791e-01 6.882339961826802743e-02 8.571224384009838992e-01 1.016217962279915898e+00 8.691090557724236998e-01
2.245485380291938893e-01 3.100549243390560150e-02 5.562437612563371214e-01 8.313045784831047946e-01 6.932605661451816115e-01
2.256721545010805241e-01 5.293617032468318773e-02 8.839574564248323663e-01 9.439743913710116896e-01 8.022467829287052155e-01
3.304781932383775711e-01 4.701033361256122534e-02 5.793677352368831190e-01 1.103595453128218606e+00 6.357727203518152015e-01
4.608946617692709635e-01 6.394813116639852524e-02 7.681157127022744113e-01 8.131115023046732171e-01 7.302774995565414207e-01
1.579549577087163981e-01 3.614485304802655952e-02 6.701667543500662294e-01 1.034459872543811887e+00 9.077497046440839990e-01
1.083886153995990836e-01 6.734377861022949885e-02 5.012129947543144670e-01 1.063444978371262506e+00 9.930129833519458771e-01
4.104600943624973075e-01 3.267038360238075367e-02 8.120526876300573349e-01 8.858582690358162148e-01 7.688606981188058631e-01
3.809127569198608176e-01 5.571170125156640895e-02 6.482741910964250343e-01 1.195081344991922201e+00 6.649874150753021240e-01
2.752384930849075539e-01 4.415598202496767016e-02 7.399731807410716566e-01 9.542234238237142785e-01 8.968907725065946579e-01
2.945940431207418886e-01 5.660522390156984274e-02 5.990086700767278671e-01 1.012483175471424968e+00 7.215369597077370134e-01
3.990594293922186120e-01 4.317557249218225562e-02 8.877784356474875960e-01 8.399713933467864990e-01 9.411957230418920295e-01
4.157993961125612259e-01 6.528075829148292930e-02 6.523320786654949188e-01 1.130845969170331866e+00 8.497568868100643380e-01
1.155471462756395423e-01 3.497854828834533886e-02 7.594611305743456109e-01 9.216070692986250146e-01 6.129712898284196410e-01
1.651980757713317760e-01 6.368128936737776913e-02 8.158248625695705414e-01 9.800975494086742179e-01 6.863265559077262878e-01
4.661476522684097068e-01 3.649919684976339618e-02 5.208050776273012161e-01 1.170574788376689046e+00 8.510414715856313705e-01
3.487111695110798326e-01 5.437587149441242690e-02 7.312697466462850793e-01 8.609610874205828601e-01 9.580995731055736986e-01
2.449431098997593148e-01 4.532610319554805645e-02 6.303907111287117004e-01 1.089709728956222534e+00 7.792607534676789793e-01
2.048542689532041605e-01 6.854717396199704049e-02 7.081442460417747276e-01 1.176991089433431448e+00 9.131212163716554420e-01
3.014953356236219628e-01 3.135045178234577290e-02 6.035541679710150209e-01 9.737300824373960051e-01 7.499075882136821969e-01
4.836763802915812205e-01 5.956890519708395171e-02 8.423208374530077869e-01 1.057853977754712016e+00 6.413418110460042953e-01
1.849740479141473992e-01 4.049474161118268856e-02 5.443714730441570060e-01 8.928656607866287676e-01 8.216822966933250427e-01
1.346379980444908364e-01 5.179268717765808661e-02 6.754604388028383477e-01 8.093271423131227493e-01 8.790215510874985760e-01
4.340132430195808855e-01 4.834840670228005011e-02 7.863005362451076508e-01 1.043078592419624417e+00 6.578611455857753532e-01
3.511584751307964547e-01 6.015083942562342301e-02 5.725155547261238098e-01 9.276907764375209586e-01 7.507954265922307524e-01
2.551903210580349080e-01 3.982423473149537818e-02 8.642149027436971664e-01 1.124713439866900533e+00 9.860797598958015442e-01
2.577371388673782571e-01 5.019212268292903845e-02 7.694065701216459274e-01 1.097829849645495459e+00 6.949135668575763258e-01
3.611086606979370117e-01 4.987175472080707800e-02 6.673559278249741045e-01 8.514993391931057198e-01 8.674545232206583023e-01
